Student_ID,Age,Gender,Family_Income_Level,Location,Interest_Score,Motivation_Level,Self_Confidence,Stress_Level,Personality_Type,Decision_Making_Ability,Creativity_Index,Risk_Tolerance,GPA,Math_Score,Programming_Skill,Analytical_Skill,Communication_Skill,Internship_Count,Daily_Study_Time,Online_Course_Usage,Device_Usage_Time,Focus_Duration,Sleep_Hours,Activity_Level,Career_Preference
1128,18,Female,Medium,Urban,5,10,9,6,Introvert,4,4,3,8.87,97,59,73,70,2,5.38,20,9.05,43,6.77,5,Entrepreneur
1129,22,Other,Medium,Urban,10,5,8,6,Ambivert,7,5,7,6.68,76,52,84,49,0,9.81,31,2.78,76,7.88,9,Entrepreneur
1130,21,Male,Medium,Rural,3,5,3,7,Ambivert,1,6,1,6.83,81,93,71,80,1,4.95,69,8.16,22,7.64,5,Entrepreneur
1131,18,Male,Medium,Rural,8,10,6,7,Ambivert,5,4,4,9.26,98,48,83,94,0,8.59,68,11.8,53,4.27,7,Software Engineer
1132,21,Female,Low,Urban,8,7,4,4,Ambivert,4,1,3,7.7,72,91,85,97,2,9.71,23,4.14,32,7.62,7,Researcher
1133,19,Female,High,Urban,4,8,7,10,Extrovert,2,2,10,7.0,76,73,72,43,1,1.2,64,9.93,87,5.31,7,Government Job
1134,20,Other,Low,Rural,8,8,1,10,Ambivert,5,3,7,7.69,74,51,50,54,4,1.95,22,3.85,36,6.08,5,Data Scientist
1135,18,Female,High,Rural,5,1,1,10,Introvert,9,4,1,6.65,78,79,75,92,0,4.13,79,6.52,32,6.25,3,Researcher
1136,22,Other,High,Urban,5,1,6,8,Introvert,8,5,8,9.57,73,55,52,98,3,8.83,7,2.85,51,7.47,7,Government Job
1137,19,Male,High,Urban,3,3,10,6,Introvert,9,10,10,6.29,65,40,96,94,2,8.54,44,5.41,47,7.41,8,Government Job
1138,24,Male,High,Urban,7,1,7,8,Introvert,7,10,7,7.41,65,55,59,81,3,4.3,88,9.76,62,5.89,4,Entrepreneur
1139,21,Other,High,Urban,9,1,9,7,Introvert,10,3,8,8.23,77,45,64,80,3,2.8,10,2.45,62,8.07,6,Software Engineer
1140,24,Female,Medium,Rural,9,10,7,1,Ambivert,7,1,8,9.49,69,59,45,67,0,8.22,56,5.2,16,4.61,5,Researcher
1141,23,Other,Low,Rural,1,8,9,4,Introvert,2,8,9,9.13,68,45,76,97,3,6.37,11,8.3,40,5.16,10,Software Engineer
1142,19,Female,Low,Rural,1,1,10,7,Ambivert,3,8,1,6.09,59,74,65,46,1,1.28,71,11.49,31,6.12,2,Entrepreneur
1143,24,Male,Medium,Urban,10,9,9,9,Ambivert,10,4,9,9.3,75,80,43,50,4,8.24,9,4.45,18,5.09,1,Researcher
1144,18,Female,High,Rural,5,2,8,2,Ambivert,8,7,1,8.55,51,90,84,68,4,9.61,62,3.73,23,8.64,6,Software Engineer
1145,21,Other,Low,Rural,1,9,7,5,Ambivert,2,4,3,6.53,52,42,65,73,3,1.38,34,4.04,24,8.64,10,Business Analyst
1146,20,Other,Medium,Urban,4,7,3,9,Extrovert,7,3,7,8.47,88,60,57,91,2,3.57,37,4.37,83,4.85,6,Researcher
1147,19,Male,Medium,Urban,1,9,3,9,Extrovert,6,7,8,9.27,51,46,52,97,3,8.38,20,8.38,52,6.07,7,Data Scientist
1148,18,Female,Low,Urban,2,3,5,6,Extrovert,10,6,5,8.41,74,53,47,91,2,6.26,50,11.99,63,8.96,5,Software Engineer
1149,22,Female,Low,Urban,2,1,7,7,Extrovert,4,1,1,10.0,94,69,90,69,4,9.9,17,7.24,54,4.1,1,Government Job
1150,23,Female,High,Urban,4,1,10,9,Extrovert,4,9,3,8.03,53,61,86,66,1,9.24,17,4.71,63,4.22,6,Entrepreneur
1151,21,Male,High,Urban,8,10,7,10,Introvert,3,2,7,8.69,64,53,72,64,2,2.6,25,9.47,100,8.21,4,Entrepreneur
1152,19,Female,Low,Rural,2,6,1,8,Extrovert,6,3,2,6.28,67,94,82,95,4,7.07,19,3.58,119,5.91,7,Researcher
1153,19,Other,High,Rural,9,7,8,10,Introvert,3,5,2,9.25,56,64,55,87,0,6.88,24,2.3,33,7.65,2,Government Job
1154,20,Female,Medium,Rural,9,9,1,6,Introvert,9,3,9,8.5,76,42,81,77,3,2.0,94,8.05,51,7.09,9,Entrepreneur
1155,20,Male,High,Rural,2,6,4,6,Ambivert,4,3,6,8.24,67,44,78,79,2,1.81,81,4.1,111,7.47,7,Government Job
1156,22,Female,High,Rural,1,5,2,7,Ambivert,4,8,4,8.84,56,44,70,62,1,6.12,79,5.99,63,4.99,5,Business Analyst
1157,23,Female,Medium,Rural,10,2,5,7,Ambivert,2,4,10,8.24,78,90,79,95,3,4.63,44,4.31,20,6.74,2,Data Scientist
1158,22,Other,High,Urban,10,2,6,2,Extrovert,2,10,9,9.07,90,98,62,68,4,5.91,57,11.18,78,7.23,1,Researcher
1159,18,Female,Medium,Urban,9,8,4,9,Introvert,7,2,7,8.33,93,81,91,94,4,3.15,17,5.38,37,6.76,5,Researcher
1160,18,Other,High,Urban,2,1,4,4,Extrovert,5,5,7,8.08,82,48,55,89,4,6.01,47,6.49,92,8.72,10,Entrepreneur
1161,22,Other,Low,Rural,8,8,7,10,Ambivert,3,2,8,6.54,51,87,95,50,2,4.45,13,4.35,45,4.08,5,Government Job
1162,23,Male,High,Rural,3,10,4,9,Ambivert,6,10,3,7.89,67,80,49,99,0,8.99,6,2.85,67,5.07,3,Software Engineer
1163,22,Other,Low,Urban,1,7,2,10,Introvert,6,8,2,8.15,95,77,75,93,0,3.75,37,7.13,47,4.37,9,Entrepreneur
1164,23,Other,Low,Urban,1,7,4,3,Introvert,1,3,1,8.5,72,76,70,43,4,8.84,63,10.69,31,8.82,10,Software Engineer
1165,23,Male,Low,Urban,10,5,7,5,Ambivert,3,2,2,7.82,55,43,83,75,3,4.51,28,5.52,79,5.17,1,Entrepreneur
1166,24,Other,Low,Urban,2,3,1,5,Extrovert,5,3,3,6.59,92,59,71,70,1,6.2,86,9.81,90,7.7,5,Software Engineer
1167,21,Male,Low,Urban,7,7,4,7,Extrovert,7,3,5,6.6,74,60,60,49,3,3.58,97,2.33,81,4.73,4,Government Job
1168,23,Female,Medium,Rural,6,7,6,4,Introvert,4,1,8,8.88,68,89,55,93,2,8.28,54,4.36,59,4.26,2,Software Engineer
1169,20,Male,Medium,Rural,2,7,8,4,Ambivert,8,3,3,8.65,57,87,95,55,0,8.59,80,3.31,114,4.95,1,Business Analyst
1170,23,Other,Medium,Rural,4,2,8,1,Extrovert,3,3,7,7.04,86,63,68,95,1,8.28,44,6.03,102,5.38,10,Government Job
1171,23,Male,Low,Urban,2,3,9,6,Introvert,6,4,5,7.78,75,99,89,92,4,6.76,81,10.94,119,6.29,4,Business Analyst
1172,23,Other,High,Rural,1,3,5,4,Introvert,6,8,5,7.23,78,46,87,69,4,3.74,18,5.74,92,4.11,6,Business Analyst
1173,24,Female,Medium,Urban,3,4,2,10,Introvert,9,9,8,6.72,77,85,84,74,2,6.73,1,8.03,51,7.09,8,Entrepreneur
1174,24,Male,High,Rural,4,9,3,10,Extrovert,4,1,10,7.3,56,94,55,83,2,9.64,92,10.98,106,7.28,10,Government Job
1175,18,Female,High,Urban,10,10,2,5,Introvert,7,1,5,7.05,85,88,97,56,2,6.84,65,5.6,41,5.45,2,Data Scientist
1176,24,Other,Low,Urban,5,1,9,9,Extrovert,10,6,10,6.33,64,47,54,44,2,9.61,81,5.66,34,5.32,2,Business Analyst
1177,20,Other,Low,Rural,5,7,6,4,Introvert,1,1,7,8.02,82,50,47,42,4,3.74,99,2.88,93,4.95,6,Researcher
1178,20,Female,Low,Rural,7,7,1,1,Extrovert,1,5,10,7.8,54,88,54,55,4,8.61,35,5.49,56,5.08,4,Data Scientist
1179,24,Male,Medium,Rural,10,4,3,9,Ambivert,2,1,8,8.86,78,85,60,90,2,7.47,55,9.46,39,7.25,10,Researcher
1180,22,Male,Low,Rural,8,1,7,5,Extrovert,4,8,8,8.48,66,48,60,43,4,8.37,20,10.45,84,7.03,9,Business Analyst
1181,21,Other,Medium,Rural,9,3,7,10,Ambivert,6,5,3,7.37,94,45,46,48,2,7.4,96,9.23,65,8.57,4,Researcher
1182,24,Female,Medium,Urban,7,5,5,7,Introvert,4,6,4,7.99,76,79,91,43,1,5.32,62,2.07,92,8.14,2,Entrepreneur
1183,23,Female,Medium,Rural,5,2,3,3,Extrovert,6,4,8,8.14,66,56,58,60,2,7.18,1,3.17,53,6.88,1,Researcher
1184,19,Male,Medium,Rural,9,7,7,4,Introvert,2,8,5,9.67,53,93,61,49,2,9.39,73,9.31,44,4.84,6,Data Scientist
1185,21,Male,Low,Urban,8,10,5,10,Ambivert,9,9,1,9.93,98,52,85,92,1,4.76,14,11.42,61,5.62,1,Business Analyst
1186,21,Male,Medium,Rural,10,10,6,9,Introvert,3,9,7,9.26,61,84,77,70,0,9.57,61,8.95,61,6.38,6,Researcher
1187,20,Female,Low,Urban,9,7,3,10,Introvert,7,1,3,8.25,72,56,52,56,3,1.44,11,4.26,64,6.1,8,Researcher
1188,21,Male,Low,Rural,10,10,6,1,Introvert,1,7,2,9.71,99,90,65,55,2,1.13,2,3.08,42,4.32,6,Researcher
1189,24,Male,Medium,Rural,8,5,7,5,Ambivert,8,4,10,6.71,60,41,83,78,1,5.44,3,10.77,45,5.79,4,Government Job
1190,23,Other,Low,Urban,6,10,8,8,Ambivert,4,10,5,8.79,85,69,61,86,1,8.64,8,2.99,87,4.94,2,Researcher
1191,23,Male,High,Rural,4,6,2,10,Extrovert,5,8,1,7.84,61,71,46,89,4,3.23,45,3.51,62,6.87,5,Data Scientist
1192,18,Male,Low,Rural,9,1,2,7,Extrovert,7,7,9,6.58,58,89,91,45,2,7.24,41,7.97,80,8.65,5,Government Job
1193,23,Female,Low,Rural,9,4,6,4,Extrovert,3,1,10,6.3,73,75,74,69,1,5.92,73,3.9,67,4.7,8,Software Engineer
1194,23,Female,Medium,Rural,10,4,8,7,Extrovert,9,1,5,7.92,67,46,42,54,0,3.62,30,4.28,74,8.31,3,Entrepreneur
1195,20,Other,Medium,Urban,10,8,5,1,Introvert,9,1,6,6.96,76,99,74,82,0,3.57,36,3.42,61,5.31,2,Business Analyst
1196,23,Male,Low,Urban,9,2,1,6,Ambivert,8,2,7,7.0,58,55,86,91,3,1.66,10,11.44,59,7.44,1,Software Engineer
1197,18,Other,Medium,Rural,10,1,1,9,Ambivert,1,10,9,7.28,82,58,55,70,4,5.83,60,3.25,15,7.04,2,Government Job
1198,19,Female,High,Rural,3,7,10,3,Introvert,2,2,5,8.87,55,54,84,69,4,5.05,26,11.31,80,5.09,2,Entrepreneur
1199,24,Other,High,Urban,3,6,9,4,Extrovert,2,9,4,6.66,82,94,55,76,4,3.6,45,5.26,106,5.85,1,Researcher
1200,20,Female,Medium,Urban,6,5,4,8,Ambivert,3,5,3,8.87,89,96,41,55,2,9.73,69,10.22,114,6.73,8,Software Engineer
1201,19,Other,Low,Rural,6,8,10,5,Introvert,2,1,5,9.13,55,53,77,83,0,8.37,93,11.5,37,8.56,8,Entrepreneur
1202,20,Other,High,Urban,6,2,1,5,Introvert,1,7,10,8.38,53,84,56,92,2,5.72,42,7.19,34,4.92,10,Entrepreneur
1203,22,Male,High,Urban,5,2,8,1,Extrovert,5,10,10,6.99,52,91,77,75,1,5.7,98,9.7,47,5.72,4,Software Engineer
1204,21,Other,Low,Urban,5,9,2,6,Extrovert,6,2,3,6.21,62,46,63,41,3,2.74,44,4.66,108,8.97,3,Researcher
1205,22,Male,Medium,Urban,2,1,2,2,Ambivert,7,3,5,7.63,75,86,61,67,3,6.84,17,5.83,116,7.95,1,Researcher
1206,23,Male,High,Rural,7,6,1,1,Ambivert,10,4,8,9.39,83,72,89,87,2,9.58,49,7.53,103,5.92,8,Government Job
1207,19,Male,Low,Urban,4,3,1,6,Extrovert,7,3,2,6.41,62,73,62,79,3,9.08,5,10.5,62,4.71,8,Business Analyst
1208,23,Male,Low,Rural,3,5,9,5,Ambivert,2,3,4,8.98,96,63,83,56,2,1.76,12,8.21,30,6.5,4,Entrepreneur
1209,21,Other,High,Rural,8,8,1,5,Extrovert,7,9,8,7.87,57,74,58,80,4,1.48,11,2.22,116,6.92,5,Business Analyst
1210,20,Female,Medium,Urban,4,7,6,9,Introvert,2,4,5,9.6,61,60,96,77,1,9.65,6,5.05,53,5.29,4,Government Job
1211,21,Female,High,Rural,4,4,7,10,Introvert,2,8,8,7.42,57,63,83,75,4,2.8,13,10.65,21,7.56,5,Researcher
1212,18,Female,Low,Rural,8,8,4,10,Introvert,6,1,6,8.82,68,76,98,71,3,5.95,72,4.4,76,6.71,4,Government Job
1213,21,Other,High,Urban,1,10,5,3,Ambivert,6,6,1,8.96,90,55,95,93,1,1.67,98,5.68,58,5.84,9,Entrepreneur
1214,18,Male,Medium,Urban,9,2,4,1,Extrovert,8,1,5,6.79,59,99,61,98,0,8.59,46,5.9,111,5.45,1,Business Analyst
1215,21,Female,Low,Urban,7,7,4,8,Introvert,5,5,10,6.63,81,56,56,64,2,2.06,6,3.54,112,5.42,10,Business Analyst
1216,24,Other,Medium,Rural,2,5,10,5,Introvert,5,7,2,6.37,70,68,41,52,1,6.79,38,5.5,95,7.95,10,Business Analyst
1217,18,Male,High,Rural,6,6,1,5,Ambivert,10,1,7,8.81,72,57,53,53,2,1.51,55,10.17,63,6.49,3,Government Job
1218,19,Female,High,Rural,8,3,6,8,Ambivert,1,9,10,8.19,76,97,67,83,1,2.41,84,10.49,118,5.41,7,Entrepreneur
1219,23,Male,Medium,Rural,5,10,10,8,Introvert,4,9,4,6.35,74,87,52,99,3,5.61,18,7.81,18,7.94,6,Data Scientist
1220,23,Female,High,Urban,6,7,10,2,Ambivert,1,6,2,7.23,56,50,95,64,4,1.41,26,8.79,27,4.11,8,Data Scientist
1221,22,Female,Medium,Rural,10,7,7,3,Ambivert,10,2,1,6.57,91,42,77,74,3,2.76,60,7.35,40,8.98,6,Researcher
1222,23,Female,High,Urban,8,2,7,10,Ambivert,5,2,5,6.37,84,81,56,68,0,2.23,65,2.44,27,8.44,8,Entrepreneur
1223,20,Male,Medium,Urban,6,1,8,10,Ambivert,8,9,10,7.2,51,57,48,54,3,1.37,51,8.97,110,7.71,1,Entrepreneur
1224,24,Other,Medium,Urban,9,10,7,1,Extrovert,1,4,8,6.39,77,55,79,54,1,9.74,55,11.97,57,5.33,9,Software Engineer
1225,21,Male,Low,Urban,9,2,6,3,Ambivert,3,6,8,7.04,56,80,53,86,0,5.05,13,4.28,26,8.45,5,Business Analyst
1226,22,Female,Low,Rural,9,8,8,4,Ambivert,1,10,10,8.21,91,92,41,86,1,8.73,32,11.82,92,8.08,10,Researcher
1227,20,Male,Medium,Urban,6,10,3,7,Extrovert,6,2,2,8.24,89,40,81,79,4,4.22,11,11.98,99,8.01,2,Entrepreneur
1228,20,Other,High,Rural,9,3,9,9,Ambivert,10,4,6,6.67,61,82,99,56,2,1.38,84,3.42,47,4.88,1,Software Engineer
1229,18,Male,High,Urban,3,4,3,5,Ambivert,1,2,7,6.76,66,82,60,64,4,7.26,93,11.26,119,7.08,4,Software Engineer
1230,23,Other,High,Urban,5,8,4,1,Introvert,10,3,10,9.42,71,66,74,62,4,1.35,85,8.76,81,8.5,10,Entrepreneur
1231,19,Other,Medium,Urban,2,3,10,2,Introvert,3,2,1,6.67,58,70,69,85,4,5.98,65,6.66,21,6.52,8,Researcher
1232,19,Male,Medium,Rural,8,6,6,10,Introvert,5,8,5,6.18,52,84,56,71,1,2.25,92,5.45,93,6.76,3,Researcher
1233,22,Female,Medium,Urban,4,2,8,2,Extrovert,5,5,6,6.98,71,67,78,97,2,7.04,23,8.3,21,6.04,10,Data Scientist
1234,24,Other,Medium,Urban,6,3,3,9,Ambivert,2,5,7,8.31,85,79,64,70,1,9.03,95,10.43,57,7.35,4,Data Scientist
1235,19,Male,Low,Urban,6,1,10,10,Extrovert,3,8,9,6.03,88,90,83,62,0,9.6,44,2.34,62,8.3,2,Researcher
1236,21,Other,Medium,Urban,5,9,6,7,Extrovert,9,8,3,9.94,67,66,98,77,1,5.75,75,7.35,104,6.55,2,Software Engineer
1237,19,Female,High,Rural,1,4,5,2,Ambivert,1,7,8,6.92,66,48,78,56,4,5.79,54,8.5,40,8.84,2,Government Job
1238,22,Male,Low,Rural,7,6,5,1,Ambivert,1,5,10,6.95,76,96,74,68,3,1.34,70,2.26,90,6.02,10,Data Scientist
1239,19,Male,High,Urban,10,7,5,5,Introvert,2,7,3,8.95,84,99,45,41,3,7.93,52,10.89,73,4.61,1,Software Engineer
1240,21,Male,Medium,Urban,8,2,9,1,Ambivert,8,1,9,6.99,81,77,42,50,1,9.61,65,11.52,70,4.07,10,Data Scientist
1241,18,Female,Low,Rural,1,8,7,9,Extrovert,6,3,8,7.58,52,75,75,55,4,4.94,18,8.12,54,6.9,10,Software Engineer
1242,24,Other,Medium,Rural,10,9,9,3,Introvert,4,3,9,8.18,62,99,87,90,4,8.14,50,3.17,80,8.07,5,Business Analyst
1243,22,Male,Low,Rural,7,10,9,2,Extrovert,7,2,5,6.09,66,99,86,56,3,8.18,81,11.32,118,8.24,5,Entrepreneur
1244,18,Other,High,Urban,4,2,6,6,Ambivert,6,6,9,9.35,67,80,40,60,2,8.07,97,10.05,29,8.82,3,Researcher
1245,18,Other,Medium,Rural,6,5,6,3,Introvert,9,3,3,8.05,66,66,73,98,2,7.83,65,2.29,58,6.63,3,Business Analyst
1246,18,Female,Medium,Urban,9,2,4,5,Ambivert,6,4,7,7.25,97,96,40,60,4,2.94,44,7.79,109,5.05,8,Researcher
1247,20,Male,Low,Rural,5,5,8,10,Introvert,2,3,3,7.6,65,86,65,45,0,7.76,39,3.15,73,7.39,10,Government Job
1248,24,Other,Low,Rural,8,7,2,8,Introvert,3,7,6,6.22,71,89,57,85,0,2.3,82,3.41,115,8.46,7,Software Engineer
1249,23,Male,Medium,Urban,5,6,5,10,Introvert,9,4,8,8.87,74,65,75,84,0,7.41,5,3.93,48,4.93,4,Data Scientist
1250,24,Male,Low,Rural,2,4,1,2,Ambivert,7,5,2,8.16,50,93,45,62,0,1.03,50,5.96,26,5.74,8,Data Scientist
1251,20,Female,Medium,Urban,4,2,10,5,Introvert,6,7,8,9.66,76,66,50,97,0,9.27,40,10.76,20,7.92,10,Data Scientist
1252,23,Male,Low,Rural,2,7,2,8,Introvert,5,4,1,7.86,63,43,83,96,3,8.45,46,2.31,118,5.17,9,Entrepreneur
1253,24,Male,High,Urban,7,10,1,1,Ambivert,3,6,4,9.31,77,90,79,71,4,7.15,16,8.89,110,8.49,6,Entrepreneur
1254,18,Other,Low,Rural,7,9,6,10,Extrovert,4,9,7,6.75,96,97,69,78,1,1.85,22,11.65,114,8.21,7,Government Job
1255,22,Female,High,Rural,3,1,2,10,Ambivert,1,6,1,6.23,85,87,53,84,3,8.42,39,8.41,24,6.53,7,Researcher
1256,23,Male,Low,Urban,7,3,4,4,Ambivert,5,5,6,9.79,92,77,49,77,3,8.88,72,10.16,94,8.99,5,Data Scientist
1257,21,Other,Low,Urban,1,7,5,5,Introvert,7,1,10,7.03,99,98,96,68,4,7.19,36,11.02,39,5.48,4,Business Analyst
1258,21,Female,Medium,Urban,1,9,7,10,Ambivert,2,8,6,9.33,81,51,70,70,2,9.78,84,9.15,108,8.66,2,Researcher
1259,19,Female,Low,Urban,9,5,10,3,Ambivert,8,5,7,7.03,78,86,97,64,3,1.84,57,8.6,54,5.45,1,Entrepreneur
1260,23,Other,Low,Rural,6,7,1,2,Ambivert,10,5,9,6.62,66,54,94,41,3,7.38,20,2.18,107,7.47,8,Entrepreneur
1261,22,Other,High,Rural,5,10,5,3,Introvert,6,3,7,8.93,77,86,75,61,1,5.72,26,7.19,62,7.78,2,Data Scientist
1262,20,Other,Low,Rural,6,7,4,5,Ambivert,10,10,3,9.11,90,87,54,76,0,2.31,10,6.69,101,7.25,8,Entrepreneur
1263,18,Other,Medium,Rural,6,4,7,7,Introvert,3,2,4,9.37,70,69,69,83,3,6.93,38,7.23,117,6.68,9,Software Engineer
1264,19,Other,High,Rural,1,5,10,2,Ambivert,2,1,1,9.46,73,53,87,54,0,8.2,93,6.32,70,7.26,4,Entrepreneur
1265,21,Male,Medium,Rural,5,2,7,7,Introvert,8,9,5,7.93,95,47,53,45,4,2.48,62,11.07,74,4.12,1,Government Job
1266,20,Male,Medium,Urban,9,8,8,6,Introvert,4,5,7,7.6,84,96,86,97,3,8.14,27,10.89,21,8.41,6,Data Scientist
1267,20,Female,Medium,Rural,4,1,4,7,Ambivert,7,10,3,9.0,69,67,62,72,1,1.84,83,3.26,61,6.66,8,Researcher
1268,18,Male,Medium,Rural,3,2,4,7,Extrovert,7,4,6,8.28,71,96,56,50,1,6.32,46,7.33,28,6.42,1,Entrepreneur
1269,23,Male,High,Urban,1,3,10,9,Ambivert,10,7,3,9.86,53,70,66,92,4,8.19,46,11.6,115,6.87,5,Business Analyst
1270,21,Male,Low,Rural,2,7,5,7,Extrovert,9,4,4,7.5,65,41,83,51,0,2.31,3,7.99,16,6.85,1,Business Analyst
1271,22,Other,Medium,Rural,3,6,5,6,Introvert,10,2,5,6.17,70,54,52,63,2,6.14,60,10.02,77,7.64,7,Software Engineer
1272,20,Female,High,Rural,4,7,3,10,Extrovert,8,9,6,8.36,93,79,53,42,4,4.82,17,5.73,51,4.44,6,Researcher
1273,18,Female,Medium,Urban,7,5,5,8,Extrovert,8,8,6,7.41,70,82,65,69,2,6.47,49,5.77,83,8.7,4,Software Engineer
1274,22,Female,Low,Urban,6,4,5,7,Introvert,7,4,1,7.37,89,87,82,58,1,4.82,92,5.26,116,8.7,8,Government Job
1275,23,Female,High,Rural,8,7,8,6,Extrovert,10,8,8,8.26,90,47,50,84,1,3.26,35,2.22,36,4.06,8,Software Engineer
1276,21,Male,High,Urban,9,3,7,4,Ambivert,5,9,3,9.69,60,44,77,82,3,3.28,90,11.25,84,6.62,2,Data Scientist
1277,23,Male,Low,Rural,6,10,8,7,Extrovert,9,2,4,7.07,86,91,40,94,1,8.78,0,5.5,59,7.66,5,Data Scientist
1278,20,Other,High,Rural,7,7,5,8,Introvert,7,4,8,7.52,93,96,63,46,0,2.41,34,5.67,21,5.4,1,Data Scientist
1279,22,Female,Low,Rural,4,2,2,8,Extrovert,3,6,5,9.56,71,43,59,51,1,2.11,4,9.6,114,7.2,3,Business Analyst
1280,22,Male,High,Urban,2,8,8,4,Introvert,6,7,6,9.58,69,51,47,89,3,1.87,5,7.27,19,7.28,3,Entrepreneur
1281,22,Male,High,Rural,9,6,9,10,Introvert,3,5,1,6.94,51,49,47,68,4,1.67,59,5.62,40,5.09,10,Researcher
1282,20,Other,Low,Rural,9,3,2,9,Ambivert,6,10,8,8.83,92,43,69,87,3,1.13,99,10.84,106,5.05,3,Data Scientist
1283,20,Other,Low,Rural,4,3,1,3,Introvert,8,10,5,7.66,60,90,57,47,4,2.44,4,10.25,61,7.76,3,Researcher
1284,23,Other,High,Rural,3,5,6,9,Extrovert,9,7,1,9.74,70,49,93,60,3,2.73,31,11.77,101,7.55,10,Software Engineer
1285,19,Male,High,Rural,10,3,3,3,Ambivert,2,4,7,8.93,82,68,52,96,1,3.43,38,8.41,80,8.32,2,Government Job
1286,23,Male,Low,Urban,6,6,1,7,Ambivert,6,8,2,7.98,98,67,97,52,2,2.12,94,8.9,118,8.42,7,Entrepreneur
1287,21,Other,Low,Rural,3,2,6,4,Extrovert,3,3,6,9.27,66,68,85,88,0,1.85,39,5.24,35,4.79,7,Business Analyst
1288,18,Female,High,Urban,1,8,8,5,Extrovert,7,3,3,9.99,85,58,86,66,2,5.87,41,3.0,80,8.02,4,Researcher
1289,22,Other,High,Rural,4,9,9,3,Ambivert,4,5,6,7.79,63,90,75,43,0,7.47,73,3.06,16,7.32,8,Entrepreneur
1290,19,Other,High,Urban,1,7,6,2,Introvert,5,6,9,7.49,86,82,58,71,1,6.67,94,8.46,32,7.22,10,Researcher
1291,18,Other,Low,Rural,2,3,6,8,Ambivert,10,3,6,8.43,80,94,52,63,3,6.01,7,3.13,117,5.35,10,Software Engineer
1292,19,Other,High,Rural,3,10,1,7,Ambivert,6,10,1,8.73,53,52,80,80,3,4.97,90,11.07,105,8.15,8,Data Scientist
1293,24,Male,Medium,Urban,8,4,5,7,Ambivert,8,2,6,8.82,55,92,87,48,4,6.71,28,9.04,78,8.95,4,Software Engineer
1294,23,Female,Low,Urban,10,10,3,8,Introvert,2,5,3,7.89,99,96,99,49,2,9.12,59,4.26,60,4.81,6,Researcher
1295,20,Other,High,Rural,4,2,7,1,Extrovert,4,10,4,7.33,70,73,65,50,0,6.65,77,4.79,83,7.7,6,Business Analyst
1296,22,Female,Low,Urban,4,9,9,8,Extrovert,4,6,4,9.29,62,85,99,72,3,1.55,22,9.1,23,5.9,5,Researcher
1297,23,Female,Medium,Urban,10,5,6,10,Extrovert,6,3,9,9.83,87,59,48,88,1,6.13,3,10.24,28,4.94,4,Government Job
1298,18,Female,Low,Rural,9,2,5,5,Introvert,4,7,8,9.46,64,57,73,46,3,5.72,33,10.39,82,4.69,9,Business Analyst
1299,24,Other,High,Rural,7,10,7,8,Introvert,5,3,7,8.73,54,98,92,50,4,5.07,37,8.01,79,5.04,6,Business Analyst
1300,24,Male,Medium,Rural,2,6,9,9,Extrovert,5,2,5,7.44,87,87,70,84,3,6.12,60,3.55,54,8.26,7,Researcher
1301,24,Other,Medium,Rural,3,7,5,2,Extrovert,8,10,10,8.49,73,95,97,67,1,7.05,26,10.18,36,6.74,5,Researcher
1302,18,Female,High,Rural,4,2,5,3,Extrovert,4,4,4,6.4,67,75,81,77,3,1.34,82,9.92,29,8.46,2,Business Analyst
1303,18,Female,High,Urban,4,1,10,6,Extrovert,6,3,3,8.14,78,40,46,69,0,5.32,30,10.35,39,8.54,6,Researcher
1304,18,Male,High,Rural,10,7,4,9,Introvert,7,7,1,9.12,81,65,48,94,0,8.36,2,3.58,78,4.75,3,Entrepreneur
1305,18,Other,Low,Urban,8,1,5,10,Extrovert,8,8,9,7.0,56,42,79,47,3,5.78,92,8.84,65,7.14,10,Business Analyst
1306,24,Female,Low,Rural,10,3,7,10,Ambivert,9,3,8,8.01,79,83,65,66,1,1.61,76,11.6,46,4.26,6,Government Job
1307,24,Male,Low,Rural,10,4,3,8,Extrovert,10,6,1,6.29,87,94,91,61,1,7.98,26,4.56,109,5.37,3,Business Analyst
1308,19,Female,High,Urban,6,2,4,6,Introvert,8,1,2,9.35,75,99,90,81,3,9.47,42,9.17,56,4.87,8,Researcher
1309,23,Male,High,Rural,3,7,9,5,Ambivert,4,5,1,7.4,57,42,72,71,1,8.67,59,4.59,101,8.19,7,Software Engineer
1310,22,Male,Low,Urban,9,5,2,3,Ambivert,4,2,1,8.33,74,60,72,53,0,4.26,95,5.07,31,5.82,1,Entrepreneur
1311,20,Other,Medium,Urban,10,1,8,4,Ambivert,10,1,9,7.51,79,57,96,65,0,5.81,45,6.85,48,8.97,4,Researcher
1312,24,Female,Low,Urban,8,8,9,7,Introvert,5,7,5,8.39,73,70,91,83,0,6.32,36,10.95,83,4.71,2,Data Scientist
1313,20,Other,Medium,Rural,9,10,5,7,Extrovert,3,10,3,8.98,79,95,79,97,4,7.44,66,2.39,61,5.14,6,Entrepreneur
1314,23,Female,High,Rural,5,7,7,3,Introvert,2,4,2,7.31,54,75,43,94,2,6.99,5,11.9,56,7.22,5,Data Scientist
1315,23,Other,High,Rural,3,4,6,4,Introvert,2,5,8,8.08,53,88,67,50,0,2.79,58,9.72,108,8.84,2,Entrepreneur
